AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street City,Street State,Street Zip,Street County,Phone,License Status,Owner,Admin/CEO,Licensed Beds,Profit Status,Web Address
11967783,11764,10/25/2022,10/24/2024,Assisted Living Facility,SANCTUARY OF PEACE ALF LLC,7611 NORTH BOULEVARD STREET,TAMPA,FL,33604,Hillsborough,(813) 399-2199,LICENSED,SANCTUARY OF PEACE LLC,GUILLERMO TOLEDO-PASSEIRO,6,For-Profit,
11968398,12334,6/5/2021,6/4/2023,Assisted Living Facility,SANTA LUCIA ALF INC,2706 WESTHIGH AVE,TAMPA,FL,33614,Hillsborough,(813) 335-7609,LICENSED,"SANTA LUCIA ALF, INC",MARLENES ROSA FONSECA,6,For-Profit,
11968705,12568,12/29/2022,12/28/2024,Assisted Living Facility,SANTA SUSANA ASSISTED LIVING FACILITY INC,11407 LARKWOOD WAY,TAMPA,FL,33625,Hillsborough,(813) 304-2896,LICENSED,SANTA SUSANA ASSISTED LIVING FACILITY INC,DEIBY JACINTO,6,For-Profit,
11964958,9353,4/1/2022,3/31/2024,Assisted Living Facility,SAVANNAH COURT OF BRANDON,824 N PARSONS AVE,BRANDON,FL,33510-3435,Hillsborough,(813) 413-6924,LICENSED,"SENIOR LIVING PROPERTIES IV, LLC",RAQUEL GONZALEZ,46,For-Profit,www.savannahcourtbrandon.com
11969717,13463,5/13/2022,5/12/2024,Assisted Living Facility,SEACOAST AT UPTOWN OAKS,12250 N 22ND STREET,TAMPA,FL,33612,Hillsborough,(813) 972-8001,LICENSED,SCTT ALF LLC,STEPHEN NADEAU,130,For-Profit,WWW.Seacoasthealthsystems.com
11969453,13237,2/14/2021,2/13/2023,Assisted Living Facility,SENIOR POINT ASSISTED LIVING FACILITY LLC,2940 W HILLSBOROUGH AVE,TAMPA,FL,33614,Hillsborough,(813) 221-2273,LICENSED,SENIOR POINT ASSISTED LIVING FACILITY LLC,,92,For-Profit,www.seniorpointalf
11968270,12218,10/11/2022,10/10/2024,Assisted Living Facility,SERENITY HOME OF TAMPA ALF LLC,6013 CRESTHILL DR,TAMPA,FL,33615,Hillsborough,(813) 302-9984,LICENSED,"SERENITY HOME OF TAMPA ALF, LLC",GUILLERMO TOLEDO-PASSEIRO,6,For-Profit,
11953196,8450,7/31/2021,7/30/2023,Assisted Living Facility,"SHADY OAKS LIVING CENTER, INC",2208 E 138TH AVE,TAMPA,FL,33613-4435,Hillsborough,(813) 978-0819,LICENSED,"SHADY OAKS LIVING CENTER, INC.",GEETHA JOSEPH,48,For-Profit,www.shadyoakslivingcenter.com
11967473,11512,12/24/2022,12/23/2024,Assisted Living Facility,SILVER LAKE ALF INC,3211 W SITKA STREET,TAMPA,FL,33614,Hillsborough,(813) 999-4035,LICENSED,SILVER LAKE ALF INC,MABEL HERRERA-GARCIA,6,For-Profit,
11965634,9981,5/31/2022,5/30/2024,Assisted Living Facility,SODALIS TAMPA,2626 WEST BEARSS AVENUE,TAMPA,FL,36618,Hillsborough,(813) 960-5346,LICENSED,EC OPCO CARROLLWOOD LLC,MICHELLE ABRAHANTE,133,For-Profit,www.sodalissenior.com/tampa
11965499,9890,11/14/2022,11/13/2024,Assisted Living Facility,SOUTHERN LIVE-IN,619 PRINCETON STREET,BRANDON,FL,33511,Hillsborough,(813) 655-0822,LICENSED,"SOUTHERN LIVE-IN, INC.",MELONIE BESSETTE,10,For-Profit,southernlive-inofbrandon.com
11970005,13707,7/14/2022,4/20/2024,Assisted Living Facility,SPECIALLY FIT FOUNDATION CORPORATION,1504 MAYDELL DR,TAMPA,FL,33619,Hillsborough,(727) 831-2829,LICENSED,SPECIALLY FIT FOUNDATION CORPORATION,MARK OLIVER,6,For-Profit,
11970076,13737,8/29/2022,8/21/2024,Assisted Living Facility,SPECIALLY FIT FOUNDATION CORPORATION,11118 LAKESIDE VISTA DR,RIVERVIEW,FL,33569,Hillsborough,(727) 831-2829,LICENSED,SPECIALLY FIT FOUNDATION CORPORATION,MARK OLIVER,6,For-Profit,www.speciallyfitfoundation.com
11968421,12310,6/1/2021,5/31/2023,Assisted Living Facility,ST CLOUD HAVEN ALF,907 N TAYLOR RD,BRANDON,FL,33510,Hillsborough,(904) 800-8699,LICENSED,UNBIZ LLC,PUNEET GOYAL,6,For-Profit,
11968917,12754,11/15/2022,5/15/2023,Assisted Living Facility,STILLWATER ASSISTED LIVING II,504 APACHE TRL,BRANDON,FL,33511,Hillsborough,(865) 816-7433,PROVISIONAL,STILLWATER ASSISTED LIVING LLC,COURTNEY SHARPE,6,For-Profit,www.angelstch.com
11968787,12625,5/17/2021,5/16/2023,Assisted Living Facility,STILLWATER ASSISTED LIVING LLC,12413 RIVERGLEN DR,RIVERVIEW,FL,33569,Hillsborough,(813) 412-6560,LICENSED,STILLWATER ASSISTED LIVING LLC,COURTNEY SHARPE,6,For-Profit,www.angelstch.com
11966804,11289,12/16/2021,12/15/2023,Assisted Living Facility,STONE LEDGE MANOR,12006 MCINTOSH ROAD,THONOTOSASSA,FL,33592,Hillsborough,(813) 986-7900,LICENSED,VENICE GARDENS LLC,SHERI B KIO,101,For-Profit,www.stoneledgemanor.com
11969825,13565,2/26/2021,2/25/2023,Assisted Living Facility,SUNFLOWER HAVEN ALF LLC,10905 N LANTANA AVE,TAMPA,FL,33612,Hillsborough,(813) 374-5200,LICENSED,SUNFLOWER HAVEN ALF LLC,ROSA M GARRIGA,5,For-Profit,
11969993,13709,4/27/2022,4/26/2024,Assisted Living Facility,SUNNY VISTA ASSISTED LIVING FACILITY LLC,8112 N 9TH ST,TAMPA,FL,33604,Hillsborough,(813) 613-0869,LICENSED,SUNNY VISTA ASSISTED LIVING FACILITY LLC,ALBERTO CASTRO-GALVAN,26,For-Profit,
11965363,9739,9/26/2022,9/25/2024,Assisted Living Facility,SUPERIOR RESIDENCES OF BRANDON MEMORY CARE,1819 PROVIDENCE RIDGE BLVD,BRANDON,FL,33511-1899,Hillsborough,(813) 657-8587,LICENSED,H-BAY MINISTRIES INC,MARK A. DAVIS,70,Not-For-Profit,www.superioralf.com
11969684,13447,4/7/2022,4/6/2024,Assisted Living Facility,SWEET HOME OF TAMPA ALF,12209 N OLA AVE,TAMPA,FL,33613,Hillsborough,(813) 357-4456,LICENSED,SWEET HOME OF TAMPA ALF INC,DAVID REMEDIOS AGUADO,6,For-Profit,
11965107,9610,6/1/2021,5/31/2023,Assisted Living Facility,TAMPA GARDENS SENIOR LIVING,16702 N DALE MABRY HWY,TAMPA,FL,33618-1055,Hillsborough,(813) 908-2333,LICENSED,PACIFICA BG MABRY LLC,SUSAN AYALA,125,For-Profit,www.standrewhcp.com
11964567,9134,1/30/2022,1/29/2024,Assisted Living Facility,THE COLONNADE AT CARROLLWOOD,13550 S VILLAGE DR,TAMPA,FL,33618-8420,Hillsborough,(813) 908-5300,LICENSED,"SH CARROLLWOOD, LLC",MARIBEL VAZQUEZ,120,For-Profit,www.colonnadecarrollwood.com
11965054,9500,11/1/2021,10/31/2023,Assisted Living Facility,THE COLONNADE AT NORTHDALE,3401 W BEARSS AVE,TAMPA,FL,33618-2143,Hillsborough,(813) 961-1044,LICENSED,"SH NORTHDALE, LLC",LISA MARIE GONZALEZ,125,For-Profit,www.colonnadenorthdale.com
11910043,61,2/7/2021,2/6/2023,Assisted Living Facility,THE PAVILION OF EAST TAMPA,2425 E HANNA AVENUE,TAMPA,FL,33610,Hillsborough,(813) 238-3053,IN REVIEW,"HANNA OAKS OPERATING, LLC",FARNECE ROBERTS,135,For-Profit,https://pavilionsl.com/easttampa
11967351,11393,12/15/2022,11/12/2022,Assisted Living Facility,TORIA'S ASSISTED LIVING FACILITY I,2073 BALFOUR CIR,TAMPA,FL,33619-5900,Hillsborough,(813) 361-9328,IN REVIEW,TORIA'S SUPPORT CARE SERVICES INC,,7,For-Profit,www.toriasupportcare.com
11967240,11326,5/20/2020,5/19/2022,Assisted Living Facility,TORIA'S ASSISTED LIVING FACILITY II,613 FOREST HILLS DR,BRANDON,FL,33510-3825,Hillsborough,(813) 361-9328,LICENSED,TORIA'S SUPPORT CARE SERVICES INC,VICTORIA ROWE,7,For-Profit,www.toriasupportcar.com
11968428,12342,9/15/2021,9/14/2023,Assisted Living Facility,TRANQUIL RESIDENCE CARE CTR,3115 S MILLER RD,VALRICO,FL,33596,Hillsborough,(813) 412-6560,LICENSED,"TRANQUIL RESIDENCE & CARE CENTER, LLC",CLAUDETTE WILLIAMS,10,For-Profit,
11969313,13122,4/6/2022,4/5/2024,Assisted Living Facility,TWIN CREEKS ASSISTED LIVING AND MEMORY CARE,13470 BOYETTE RD,RIVERVIEW,FL,33569,Hillsborough,(813) 278-5806,LICENSED,"LITHIA ASSISTED LIVING, LLC",NICHOLAS SEIDL,96,For-Profit,https://222.twincreeksretire.com/
11968188,12114,2/12/2022,2/11/2024,Assisted Living Facility,VILLA LA ESPERANZA III LLC,8814 SLEEPY CREEK CT,TAMPA,FL,33634-1128,Hillsborough,(813) 679-5894,LICENSED,"VILLA LA ESPERANZA III, LLC",JORGE RODRIGUEZ,6,For-Profit,
11967927,11889,9/29/2022,9/28/2024,Assisted Living Facility,VILLA'S ALF INC,4534 HAMPSHIRE RD,TAMPA,FL,33634,Hillsborough,(813) 770-6628,LICENSED,"VILLA'S ALF, INC.",NELKYS MARTINEZ GARCIA,6,For-Profit,
11967533,11572,7/28/2021,7/27/2023,Assisted Living Facility,VINTAGE VILLAGE INC,701 E VIRGINIA AVE,TAMPA,FL,33603-5028,Hillsborough,(813) 610-4200,LICENSED,VINTAGE VILLAGE INC,DANAY LEON,6,For-Profit,
11963791,8679,7/24/2021,7/23/2023,Assisted Living Facility,WEINBERG VILLAGE,13005 COMMUNITY CAMPUS DRIVE,TAMPA,FL,33625,Hillsborough,(813) 969-1818,LICENSED,WEINBERG VILLAGE LLC,MELISSA BIRMINGHAM,90,Not-For-Profit,weinbergvillage.org
11967584,11614,9/28/2021,9/27/2023,Assisted Living Facility,YOUR HOUSE ALF,4008 W BROAD ST,TAMPA,FL,33614-3164,Hillsborough,(813) 374-5033,LICENSED,YOUR HOUSE ALF CORP,NIURKA ALEJO,6,For-Profit,
11968177,12104,7/21/2021,7/20/2023,Assisted Living Facility,YOUR HOUSE ALF 2,5816 N GRADY AVE,TAMPA,FL,33614,Hillsborough,(813) 374-5596,LICENSED,YOUR HOUSE ALF CORP,SAYLI CASTRO,6,For-Profit,
11964949,9484,6/28/2021,6/27/2023,Assisted Living Facility,YUDITH'S ALF,4542 W HIAWATHA ST,TAMPA,FL,33614-3532,Hillsborough,(813) 453-2480,LICENSED,"JUDITH'S ASSISTED LIVING FACILITY, INC",RUBEN DOMINGUEZ,6,For-Profit,www.yudithalf.com
11966806,10958,4/29/2021,4/28/2023,Assisted Living Facility,YUDITH'S ASSISTED LIVING FACILITY II,4415 WEST JEAN ST,TAMPA,FL,33614,Hillsborough,(813) 453-2480,LICENSED,"JUDITH'S ASSISTED LIVING FACILITY, INC",RUBEN DOMINGUEZ,6,For-Profit,www.yudithalf.com
